date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2020-11-27,sh.603355,35.5100,35.5400,31.0000,32.7500,7881890,265902693.4200,3,1.965700,-7.355021
2020-12-04,sh.603355,32.7600,33.7900,31.5100,32.9100,8178331,266401406.7600,3,2.039600,0.488550
2020-12-11,sh.603355,32.9100,33.1400,31.1300,31.1300,6909329,221244081.7300,3,1.723000,-5.408690
2020-12-18,sh.603355,31.3000,33.4500,31.0900,31.8500,5208542,167657855.1200,3,1.298800,2.312881
2020-12-25,sh.603355,31.7600,32.5800,29.3500,30.5500,4605769,142788924.1100,3,1.148600,-4.081633
2020-12-31,sh.603355,30.5500,30.9200,29.6700,30.2300,3200332,96388563.5200,3,0.798100,-1.047463
2021-01-08,sh.603355,30.2300,32.1100,29.8000,31.1500,6571289,203320499.0700,3,1.638800,3.043334
2021-01-15,sh.603355,30.9200,31.1100,29.2500,30.6900,7429859,224108805.8900,3,1.852800,-1.476726
2021-01-22,sh.603355,31.3900,33.0000,30.0800,30.5300,5889332,182466974.0000,3,1.468600,-0.521342
2021-01-29,sh.603355,30.5400,30.5500,28.0000,28.5400,4562790,133626232.4600,3,1.137800,-6.518179
2021-02-05,sh.603355,28.5400,29.6700,28.2000,29.1800,4408147,127431897.0000,3,1.099300,2.242467
2021-02-10,sh.603355,28.9900,30.3000,28.9900,29.8500,2799268,83262280.8700,3,0.698000,2.296093
2021-02-19,sh.603355,30.1000,30.3100,28.8100,29.8700,2281799,67353628.0000,3,0.569000,0.067002
2021-02-26,sh.603355,29.9900,29.9900,26.6600,26.8600,6322530,178442399.6100,3,1.576800,-10.077000
2021-03-05,sh.603355,26.8600,29.8300,26.8200,29.7400,5472965,154229253.0000,3,1.364800,10.722264
2021-03-12,sh.603355,29.7000,29.8200,28.0900,28.8300,3667635,106012166.0000,3,0.914700,-3.059852
2021-03-19,sh.603355,28.8300,30.6900,27.6100,30.3100,4714643,137956372.0000,3,1.175600,5.133541
2021-03-26,sh.603355,30.4000,33.1200,30.2900,31.2000,7774353,245290991.4700,3,1.938800,2.936325
2021-04-02,sh.603355,31.3200,35.8400,30.8000,35.1800,9070203,300622308.0000,3,2.261800,12.756410
2021-04-09,sh.603355,34.7000,35.8500,34.3100,35.0000,4524489,158088801.0000,3,1.128300,-0.511654
2021-04-16,sh.603355,35.0300,36.9200,35.0300,36.2000,6676785,241051487.0000,3,1.665000,3.428571
2021-04-23,sh.603355,36.0200,36.8100,35.1500,35.5300,5383469,192728695.4500,3,1.342500,-1.850800
2021-04-30,sh.603355,35.5700,44.9500,35.4600,44.8200,17610907,732595235.3900,3,4.391900,26.146900
2021-05-07,sh.603355,44.9000,49.9900,44.0800,48.8000,7789074,365272751.4300,3,1.942500,8.880000
2021-05-14,sh.603355,49.6600,55.2000,47.5500,53.6100,19823803,1005369301.2900,3,4.943600,9.856600
2021-05-21,sh.603355,54.0000,54.8400,48.9900,52.8300,15598076,808845207.9800,3,3.889800,-1.455000
2021-05-28,sh.603355,53.0200,55.3500,51.0000,52.7000,12214746,648886104.4000,3,3.046000,-0.246100
2021-06-04,sh.603355,53.3000,56.3800,51.5000,55.8400,12423978,670168533.2900,3,3.098200,5.958300
2021-06-11,sh.603355,55.8100,57.0900,53.4700,54.2100,12236346,676156530.7300,3,3.051400,-2.919100
2021-06-18,sh.603355,54.2500,54.5000,48.0500,51.3900,11021400,564147370.5900,3,2.748400,-5.202000
2021-06-25,sh.603355,51.4000,62.4000,51.2900,62.1600,16276428,955708782.5900,3,4.058900,20.957400
2021-07-02,sh.603355,62.1900,64.0000,59.2100,60.8000,9779761,602064094.0900,3,2.438900,-2.187900
2021-07-09,sh.603355,61.4900,61.9500,34.2900,34.7000,17961611,807671802.6000,3,3.696500,-17.212000
2021-07-16,sh.603355,35.0000,35.2000,31.4100,32.3300,19733957,658131885.7300,3,3.515100,-6.830000
2021-07-23,sh.603355,32.5300,32.5500,29.2500,29.6100,13637853,421041764.4400,3,2.429300,-8.413200
2021-07-30,sh.603355,29.6600,30.5400,28.0100,29.8100,14245994,416712710.4900,3,2.537600,0.675400
2021-08-06,sh.603355,29.8800,31.3500,28.7100,29.6800,20436578,615556456.0900,3,3.640400,-0.436100
2021-08-13,sh.603355,29.6000,32.4500,29.1000,30.2500,18567489,574470219.0300,3,3.307400,1.920500
2021-08-20,sh.603355,30.0900,31.1500,29.2100,29.8200,9560235,286618527.3900,3,1.702900,-1.421500
2021-08-27,sh.603355,29.8200,31.9100,29.0000,30.1800,9719057,297877885.6500,3,1.731200,1.207200
2021-09-03,sh.603355,30.2900,30.7000,25.6500,26.1400,17600116,482752719.3300,3,3.135000,-13.386300
2021-09-10,sh.603355,26.0900,29.3200,26.0000,28.0100,9514816,262937231.2300,3,1.694800,7.153800
2021-09-17,sh.603355,28.0100,28.2100,25.9300,26.6100,6738320,183081008.1500,3,1.200300,-4.998200
2021-09-24,sh.603355,26.5000,26.8800,25.9300,26.3600,3887131,102305069.5000,3,0.689200,-0.939500
2021-09-30,sh.603355,26.3500,26.9600,25.1000,25.5800,4532437,117142054.4900,3,0.803700,-2.959000
2021-10-08,sh.603355,25.9600,26.1200,25.5100,25.9600,1107654,28600408.2100,3,0.196400,1.485500
2021-10-15,sh.603355,26.0900,26.5800,25.2600,25.3300,4979263,128334974.0500,3,0.882900,-2.426800
2021-10-22,sh.603355,25.2600,26.9700,24.9400,26.0400,7401912,191136253.9400,3,1.312400,2.803000
