date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2020-12-04,sh.603268,18.1600,18.5800,17.5500,17.5800,6241259,113144509.3900,3,5.026500,-3.033646
2020-12-11,sh.603268,17.7000,17.8500,16.4500,16.6400,2797511,48086186.2000,3,2.253000,-5.346985
2020-12-18,sh.603268,16.6400,17.3600,16.1300,16.6900,3120701,52265646.8000,3,2.513300,0.300481
2020-12-25,sh.603268,16.4500,17.7000,16.3500,17.5500,6430342,110398036.4700,3,5.178600,5.152786
2020-12-31,sh.603268,17.5500,17.6800,16.4300,16.8300,2640778,44805979.8400,3,2.126800,-4.102564
2021-01-08,sh.603268,16.8300,17.5900,16.2200,16.2600,5630405,95807347.2500,3,4.534500,-3.386809
2021-01-15,sh.603268,16.2100,16.4400,15.0300,15.9000,4012342,62827352.4000,3,3.231400,-2.214022
2021-01-22,sh.603268,16.3400,16.7000,15.7500,16.2500,2892524,47211603.0000,3,2.329600,2.201258
2021-01-29,sh.603268,16.2200,17.2500,16.1000,16.3000,4086820,68123720.8000,3,3.291400,0.307692
2021-02-05,sh.603268,16.3000,17.2000,16.0500,16.6300,3330180,55306232.0000,3,2.682100,2.024540
2021-02-10,sh.603268,16.5200,16.7700,15.2700,16.2000,2388340,38801783.1500,3,1.923500,-2.585689
2021-02-19,sh.603268,16.6000,17.6600,16.5000,17.0800,3132372,53614435.0000,3,2.522700,5.432099
2021-02-26,sh.603268,17.0600,18.2000,16.9700,17.8100,7463722,131564641.8200,3,6.011000,4.274005
2021-03-05,sh.603268,17.6900,18.2000,17.3000,17.6000,4608233,82041996.0000,3,3.711200,-1.179113
2021-03-12,sh.603268,17.6000,17.9900,16.8000,17.6400,2877220,49989607.0000,3,2.317200,0.227273
2021-03-19,sh.603268,17.6800,17.9000,16.9500,17.1400,2305520,40098014.0000,3,1.856800,-2.834467
2021-03-26,sh.603268,17.1500,17.3300,16.3200,16.9400,2897019,48689894.0000,3,2.333100,-1.166861
2021-04-02,sh.603268,17.2000,17.4600,16.4900,17.0200,2333740,39318663.0000,3,1.879600,0.472255
2021-04-09,sh.603268,17.0100,17.5800,16.0000,17.5400,3206860,55115281.0000,3,2.582700,3.055229
2021-04-16,sh.603268,17.5400,17.7500,17.0000,17.4500,2507029,43381736.0000,3,2.019100,-0.513113
2021-04-23,sh.603268,17.5000,17.9400,17.0000,17.3100,2628348,45760182.0800,3,2.116700,-0.802300
2021-04-30,sh.603268,17.2800,17.3500,16.4900,16.9100,2149272,36353164.9200,3,1.730900,-2.310800
2021-05-07,sh.603268,16.8600,17.8700,16.7000,17.3400,1663081,28978256.9800,3,1.339400,2.542900
2021-05-14,sh.603268,17.3000,17.6500,16.8100,17.3900,3600099,62141209.2100,3,2.899300,0.288400
2021-05-21,sh.603268,17.4000,17.7500,16.8500,17.0400,3369425,58264038.8900,3,2.713600,-2.012700
2021-05-28,sh.603268,17.0600,17.3300,16.8600,17.0400,1715600,29317570.6000,3,1.381700,0.000000
2021-06-04,sh.603268,17.0800,17.1100,16.4800,16.5600,2248284,37752925.6000,3,1.810700,-2.816900
2021-06-11,sh.603268,16.5300,16.8600,15.6800,15.9200,2350720,38373316.0000,3,1.893100,-3.864700
2021-06-18,sh.603268,15.9200,16.6000,15.3000,15.6000,3246474,51271117.0600,3,2.614600,-2.010100
2021-06-25,sh.603268,15.5700,15.6600,14.6500,14.7200,3939190,59476395.6600,3,3.172300,-5.641000
2021-07-02,sh.603268,14.7800,15.1500,13.9000,14.2600,5536964,80312222.7000,3,4.459300,-3.125000
2021-07-09,sh.603268,14.2500,15.6000,14.0000,15.3200,5467562,81117762.2400,3,4.403300,7.433400
2021-07-16,sh.603268,15.2000,16.0200,14.8800,14.9000,3952940,61572804.6000,3,3.183500,-2.741500
2021-07-23,sh.603268,14.9000,15.4700,14.6800,14.9900,2394080,36055318.8000,3,1.928100,0.604000
2021-07-30,sh.603268,14.9900,16.8200,14.3000,16.4700,5117130,80345698.0200,3,4.121100,9.873200
2021-08-06,sh.603268,16.3800,17.1400,16.0900,16.6900,4066572,68019991.9200,3,3.275100,1.335800
2021-08-13,sh.603268,16.6900,17.0700,16.5100,16.7100,2612624,43833528.2000,3,2.104200,0.119800
2021-08-20,sh.603268,16.6500,16.7100,15.4000,15.6400,5218380,83925183.0000,3,4.202700,-6.403400
2021-08-27,sh.603268,15.6400,17.3300,15.6400,16.1800,5622740,92336393.6400,3,4.528400,3.452700
2021-09-03,sh.603268,16.1800,16.2500,15.5000,15.6700,4263003,67410463.9900,3,3.433200,-3.152000
2021-09-10,sh.603268,15.8200,15.8800,14.9000,15.1300,3892923,60207420.2400,3,3.135200,-3.446100
2021-09-17,sh.603268,15.2500,16.2100,14.9500,15.2200,4704820,72935523.6000,3,3.789000,0.594800
2021-09-24,sh.603268,15.1000,15.4900,14.6700,15.0600,2075576,31216023.5200,3,1.671600,-1.051200
2021-09-30,sh.603268,15.1700,15.8000,14.7100,15.8000,1721229,26148805.4700,3,1.386100,4.913700
2021-10-08,sh.603268,15.8000,15.8500,15.5800,15.5800,371840,5842365.0400,3,0.299500,-1.392400
2021-10-15,sh.603268,15.7500,16.1000,15.2600,15.7200,1902074,29791097.7400,3,1.531900,0.898600
2021-10-22,sh.603268,15.8300,15.8300,15.3200,15.3900,1577640,24421732.8000,3,1.270600,-2.099200
2021-10-29,sh.603268,15.4100,15.5700,14.2900,15.0700,5947393,89377338.3300,3,4.789900,-2.079300
2021-11-05,sh.603268,15.3100,15.6300,14.9500,15.2900,1847456,28110561.2000,3,1.487800,1.459900
2021-11-12,sh.603268,15.2900,16.3700,15.2300,15.7100,2345420,36850650.8000,3,1.888900,2.746900
2021-11-19,sh.603268,15.7100,17.2000,15.5600,17.0200,4332237,71714454.1000,3,3.488900,8.338600
2021-11-26,sh.603268,17.0000,17.5000,16.6300,17.0600,3061714,52705400.3600,3,2.465700,0.235000
2021-12-03,sh.603268,17.1600,19.4900,16.9100,18.8900,8494928,155941922.1400,3,6.841400,10.726800
2021-12-10,sh.603268,18.9900,19.3900,18.1000,19.3000,5492820,103055110.8000,3,4.423700,2.170500
2021-12-17,sh.603268,19.1900,24.5000,19.1900,23.7000,14581374,329514220.0600,3,11.743200,22.797900
2021-12-24,sh.603268,23.6500,28.0000,22.1500,26.6800,15136662,382080180.6200,3,12.190400,12.573800
