date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2021-04-30,sh.605289,32.7200,47.5000,32.6500,32.6500,19918579,817941313.0100,3,91.917900,19.728600
2021-05-31,sh.605289,31.8000,33.1000,28.3700,29.0200,58882577,1777966477.8600,3,271.723900,-11.117900
2021-06-30,sh.605289,29.0000,31.9900,26.7300,28.8400,39721225,1150991728.7500,3,183.300500,-0.620300
2021-07-30,sh.605289,28.3900,29.3200,23.1500,24.2600,22052200,582281305.6300,3,101.763700,-15.880700
2021-08-31,sh.605289,24.2900,25.9500,24.0100,24.8300,16199101,406357396.4100,3,74.753500,2.349500
2021-09-30,sh.605289,24.9900,25.8200,23.5000,23.9500,11240010,280943574.0900,3,51.869000,-3.544100
2021-10-29,sh.605289,23.9000,26.5000,23.3000,25.6600,11879584,295966516.2700,3,54.820400,7.139900
2021-11-30,sh.605289,25.5000,35.7200,24.8300,28.5600,102007669,3095221534.2000,3,470.731900,11.301600
2021-12-31,sh.605289,28.4000,55.3100,27.1500,40.1000,172221534,6671073352.3900,3,794.746400,40.406200
2022-01-28,sh.605289,41.0000,42.8600,31.0500,31.1300,84890138,3196713571.0500,3,391.740600,-22.369100
2022-02-28,sh.605289,31.4700,38.5700,30.0000,31.6500,44848469,1476612329.4900,3,206.961100,1.670400
2022-03-31,sh.605289,31.7700,34.5000,26.3700,31.0000,55455645,1686600720.6300,3,255.909700,-2.053700
2022-04-29,sh.605289,30.4500,33.5000,18.7400,20.3500,47974121,1314711677.5500,3,200.088900,-34.354800
2022-05-31,sh.605289,20.9100,24.2300,20.1000,23.1600,25254750,570890251.1000,3,62.653000,13.808400
2022-06-30,sh.605289,23.9900,26.8300,18.9000,19.7800,45256854,992086076.3000,3,100.332600,9.316100
2022-07-29,sh.605289,19.5000,19.6300,17.0500,18.0500,21631149,395699574.8900,3,42.930500,-8.746200
2022-08-31,sh.605289,18.0100,21.4800,16.8000,20.2400,38384480,745449288.4900,3,76.180400,12.133000
2022-09-30,sh.605289,19.9700,24.5500,19.6200,19.9000,97022623,2141618503.1000,3,192.557800,-1.679800
2022-10-31,sh.605289,20.7900,21.5900,16.8600,18.5200,37849182,704155719.1600,3,75.118200,-6.934700
2022-11-30,sh.605289,18.6000,29.8600,18.3300,29.4000,155689282,4181261992.2500,3,307.653800,58.747300
2022-12-30,sh.605289,29.0000,29.3000,20.5500,21.3600,50651039,1253827003.6800,3,100.081000,-27.346900
2023-01-31,sh.605289,21.0500,33.9700,21.0400,33.8800,99436197,2823136340.4400,3,196.475500,58.614200
2023-02-28,sh.605289,33.3000,34.9500,27.0900,27.7700,66186704,1962786220.5600,3,130.778200,-18.034200
2023-03-31,sh.605289,27.7700,30.0000,24.8000,26.4900,60516164,1653095921.9900,3,119.573500,-4.609300
2023-04-28,sh.605289,26.3000,30.3300,23.8800,27.8100,56069906,1517692331.8700,3,110.788100,4.983000
2023-05-31,sh.605289,27.5700,28.9800,25.0700,27.6000,32204022,868999766.9800,3,63.632000,-0.755100
2023-06-30,sh.605289,28.4300,39.3500,27.1100,38.3100,118507837,4164811067.3500,3,234.158900,38.804300
2023-07-31,sh.605289,38.5900,45.0000,33.4200,33.9300,61715825,2435272789.9800,3,121.943800,-11.433000
2023-08-31,sh.605289,33.8700,35.4600,27.7600,30.1900,40569068,1299516650.3900,3,80.160500,-11.022700
2023-09-28,sh.605289,30.4800,34.2900,29.6900,32.6500,33585855,1075961607.8300,3,66.362200,8.148400
2023-10-31,sh.605289,32.8000,36.6300,31.5600,36.0600,31374814,1072594330.0000,3,61.993200,10.444100
2023-11-30,sh.605289,35.8100,40.5100,32.2300,34.5000,55926877,2070363756.9400,3,110.505600,-4.326100
2023-12-29,sh.605289,33.6700,58.3000,33.6700,57.5000,124754096,6104169592.8400,3,246.500700,66.666700
2024-01-31,sh.605289,57.4000,57.4000,35.0000,35.3800,63375041,2895764778.4100,3,125.222300,-38.469600
2024-02-29,sh.605289,35.6300,37.9000,23.4700,34.1900,57507776,1792999031.6500,3,113.629200,-3.363500
2024-03-29,sh.605289,34.2300,40.0400,32.0800,33.6000,53623672,1911882648.1000,3,105.954800,-1.725700
2024-04-30,sh.605289,33.4800,34.8900,24.2300,30.3000,61216247,1756375448.7900,3,120.956800,-9.821400
2024-05-31,sh.605289,30.7700,33.8000,28.2800,29.2500,42712771,1319585080.9200,3,84.396200,-3.465300
2024-06-28,sh.605289,28.9900,29.0900,24.4700,25.4000,20579644,546681274.8000,3,40.663100,-12.361900
2024-07-31,sh.605289,25.5000,25.6300,20.8900,22.6500,26937975,608992848.0500,3,53.226900,-10.826800
2024-08-30,sh.605289,22.6800,22.9500,18.0500,18.8700,25065136,509960497.0800,3,49.526300,-16.688700
2024-09-30,sh.605289,18.9300,27.0700,18.4200,27.0300,72263413,1552912607.1300,3,142.784800,43.243200
2024-10-31,sh.605289,29.6900,33.4700,24.4100,26.7000,83742267,2344000362.0400,3,146.848200,-1.220900
2024-11-29,sh.605289,26.7000,29.4500,22.4300,24.3200,77919380,1968262291.6000,3,71.922600,-8.913900
2024-12-31,sh.605289,24.2700,31.2500,23.5700,25.0600,106372688,2828595268.4000,3,98.186300,3.042800
2025-01-27,sh.605289,25.0800,27.5700,21.5600,23.5200,97845103,2459041420.1700,3,90.314900,-6.145300
2025-02-28,sh.605289,23.9600,28.1800,23.5500,25.9300,81452167,2132843109.0900,3,75.183800,10.246600
2025-03-31,sh.605289,26.0700,27.8500,23.2200,23.4200,42823407,1116498784.2700,3,39.527600,-9.679900
2025-04-30,sh.605289,23.4100,25.6200,18.6500,25.2100,38745204,886479115.5700,3,35.763500,7.643000
2025-05-30,sh.605289,25.3500,29.9600,25.0000,27.8400,81495731,2254695901.9000,3,75.224100,10.432400
2025-06-30,sh.605289,27.5000,30.9700,26.7300,30.0500,57525348,1663941691.2800,3,53.098200,7.938200
2025-07-31,sh.605289,30.0000,39.4900,29.7100,36.2000,75722949,2596389460.0200,3,69.895400,20.465900
2025-08-29,sh.605289,36.1900,51.9800,35.1000,48.2100,125147366,5325384745.0100,3,115.516200,33.176800
2025-09-30,sh.605289,48.0600,74.5300,43.2100,72.9900,153147188,8672532710.7700,3,141.361100,51.400100
2025-10-31,sh.605289,72.9900,81.4200,66.9700,67.7500,59654606,4359273242.3300,3,55.063700,-7.179100
