date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2022-10-31,sz.301380,50.2500,54.2700,38.6000,40.2200,36633313,1646935326.5800,3,215.490000,15.641200
2022-11-30,sz.301380,39.2000,43.9900,36.3100,37.1800,68869053,2815223369.5200,3,405.112200,-7.558400
2022-12-30,sz.301380,37.5100,43.6800,33.1900,34.9000,47417929,1815620314.9000,3,278.929000,-6.132300
2023-01-31,sz.301380,34.6600,45.0000,34.6000,40.6000,45590495,1789374310.1000,3,268.179400,16.332400
2023-02-28,sz.301380,40.7100,46.5800,40.1000,41.5000,54027233,2315317118.2900,3,317.807300,2.216700
2023-03-31,sz.301380,41.0100,58.3000,38.9000,55.6600,88269525,4008999165.7900,3,519.232700,34.120500
2023-04-28,sz.301380,54.0300,61.9900,43.4000,46.1000,70531899,3679757306.8300,3,414.893800,-16.528000
2023-05-31,sz.301380,45.6600,54.0200,43.6800,49.4000,49037921,2379759444.8200,3,288.458500,7.158400
2023-06-30,sz.301380,49.0800,56.4800,42.8300,46.1600,50167575,2579748756.4700,3,295.103300,-6.558700
2023-07-31,sz.301380,46.0500,47.8400,41.4500,43.8200,21545954,968156436.9100,3,126.741000,-5.069300
2023-08-31,sz.301380,43.6600,76.5000,42.9500,62.2200,117808607,6955503546.6000,3,692.992000,41.990000
2023-09-28,sz.301380,62.1300,63.4500,48.6400,49.9100,41830661,2268696434.2500,3,246.062700,-19.784600
2023-10-31,sz.301380,50.1000,52.3000,43.9200,46.1800,21279395,1021626380.4800,3,109.916100,-7.473500
2023-11-30,sz.301380,46.0900,51.3900,45.0400,46.0500,42258772,2047427362.9800,3,150.179000,-0.281500
2023-12-29,sz.301380,46.3000,50.6900,42.4700,47.3600,35309525,1678522720.8800,3,125.482800,2.844700
2024-01-31,sz.301380,47.4700,47.6800,34.1800,34.2100,17059020,707907056.4600,3,60.624200,-27.766000
2024-02-29,sz.301380,34.2200,41.0500,25.7700,35.7300,33977592,1130330301.2900,3,120.749600,4.443100
2024-03-29,sz.301380,36.1500,42.6500,35.7000,38.6800,45231330,1747744858.2100,3,160.742900,8.256400
2024-04-30,sz.301380,39.0200,39.5800,29.0900,34.2300,19791367,675365828.9000,3,70.334300,-11.504700
2024-05-31,sz.301380,34.5000,38.3300,32.0000,33.4300,26956799,922713237.5400,3,90.410000,-0.691600
2024-06-28,sz.301380,33.4200,33.6000,28.6400,32.0400,16368541,514471622.7700,3,54.277900,-4.157900
2024-07-31,sz.301380,32.0100,36.0200,29.9800,35.2900,42368670,1404736331.4300,3,140.494100,10.143600
2024-08-30,sz.301380,35.2100,35.2900,30.7200,33.1400,18369141,600075763.7900,3,60.911900,-6.092400
2024-09-30,sz.301380,33.1500,41.3000,29.6300,40.6300,24230550,825254158.5100,3,80.348500,22.601100
2024-10-31,sz.301380,46.9700,48.7600,38.0100,39.3500,49366292,2077026115.3600,3,163.697900,-3.150400
2024-11-29,sz.301380,39.2200,53.1000,37.0000,46.3500,73948565,3161464122.6600,3,245.213000,17.789100
2024-12-31,sz.301380,45.4100,59.5000,43.4100,49.5800,129460390,6310033721.5200,3,429.289600,6.968700
2025-01-27,sz.301380,48.5000,54.0700,39.3300,47.1600,103841314,5076186401.4100,3,344.337000,-4.881000
2025-02-28,sz.301380,48.0800,57.5700,47.3300,52.6400,109072437,5812544326.0900,3,361.683300,11.620000
2025-03-31,sz.301380,52.0000,57.1900,39.8000,46.2800,61676082,3271029573.8500,3,204.517300,-12.082100
2025-04-30,sz.301380,46.8000,47.4000,33.4400,46.2600,37224363,1553996498.1300,3,123.435600,-0.043200
2025-05-30,sz.301380,46.6000,49.4700,45.9700,47.3700,27565843,1318336027.4400,3,91.408000,2.399500
2025-06-30,sz.301380,47.1900,51.2900,32.7100,36.6800,70618431,2753778244.8200,3,179.740100,13.066800
2025-07-31,sz.301380,36.3400,41.0000,34.6300,37.1000,107415293,4001662832.4100,3,245.647000,1.145000
2025-08-29,sz.301380,37.2500,46.2000,36.6100,43.4300,135347341,5493741796.4600,3,309.220100,17.062000
2025-09-30,sz.301380,43.7700,44.3800,35.6300,36.5300,76527875,2953240740.1200,3,174.610800,-15.887600
2025-10-31,sz.301380,36.5400,37.5000,34.3500,35.3500,29396265,1058435712.2500,3,57.782000,-3.230200
2025-11-28,sz.301380,35.3500,36.6000,32.2800,34.0900,30824595,1070266226.8700,3,38.178100,-3.564400
