date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2017-09-29,sh.603527,19.1100,49.6100,19.1100,37.0200,124759891,5372421655.0000,3,401.157206,178.975132
2017-10-31,sh.603527,37.5100,41.5300,33.0300,33.7800,125421907,4702242940.0000,3,403.285875,-8.752026
2017-11-30,sh.603527,34.6200,37.0900,26.7500,28.5500,78031148,2559166596.0000,3,250.904013,-15.482534
2017-12-29,sh.603527,28.3900,31.9000,23.8000,29.9400,73305957,2012448599.0000,3,235.710473,4.868651
2018-01-31,sh.603527,29.4500,31.9000,26.6200,28.7900,104586370,3089769373.0000,3,336.290579,-3.841015
2018-02-28,sh.603527,28.7800,29.5500,21.6200,24.5100,38216624,949820549.0000,3,122.882900,-14.866273
2018-03-30,sh.603527,24.0300,26.6300,21.0800,25.4600,59060660,1473719668.0000,3,189.905659,3.875969
2018-04-27,sh.603527,25.0600,27.9800,24.0800,25.2300,83178194,2179035283.0000,3,267.454000,-0.903378
2018-05-31,sh.603527,25.2500,29.1800,19.5000,22.7900,102991753,2552980058.0000,3,318.582853,27.603279
2018-06-29,sh.603527,22.3100,23.3800,15.0800,16.3900,100661212,1997949362.0000,3,231.192494,-28.082492
2018-07-31,sh.603527,16.4000,17.1900,14.5500,16.6700,77147929,1251552408.0000,3,177.188629,1.708359
2018-08-31,sh.603527,16.7000,16.8300,12.7400,12.8100,41523722,594478035.0000,3,95.369136,-23.155369
2018-09-28,sh.603527,12.8400,13.3900,11.5100,12.1300,34569583,424689010.0000,3,43.050698,-5.308353
2018-10-31,sh.603527,11.9500,12.4000,9.9000,10.9500,28110175,306376242.0000,3,26.142494,-9.727947
2018-11-30,sh.603527,11.0000,12.2900,10.8000,11.4200,40934691,471031333.0000,3,38.069309,4.292237
2018-12-28,sh.603527,11.7200,13.0400,10.3000,10.3700,65546465,783529988.0000,3,60.958286,-9.194396
2019-01-31,sh.603527,10.4200,11.2800,9.9100,10.0400,36559805,396064402.0000,3,34.000660,-3.182257
2019-02-28,sh.603527,10.0800,12.6500,10.0800,12.4300,40110548,463375161.0000,3,37.302855,23.804781
2019-03-29,sh.603527,12.4400,13.5000,11.9300,12.4500,74939047,950107950.0000,3,69.693398,0.160901
2019-04-30,sh.603527,12.5000,13.9700,11.0000,11.1600,67975939,881994746.0000,3,63.217700,-10.361446
2019-05-31,sh.603527,10.9700,11.3300,10.2500,11.0200,31453681,338128831.0000,3,29.251959,0.584356
2019-06-28,sh.603527,11.1500,11.8000,10.5400,11.0800,39289779,440432098.0000,3,36.539539,0.544465
2019-07-31,sh.603527,11.2800,12.4400,10.4400,10.7300,65098991,741281823.0000,3,60.542100,-3.158845
2019-08-30,sh.603527,10.6600,11.1300,9.6100,10.1900,40073037,414788221.0000,3,37.268000,-5.032619
2019-09-30,sh.603527,10.2800,11.2600,10.1600,10.6100,35412978,380827537.0000,3,32.934200,4.121688
2019-10-31,sh.603527,10.4300,11.1000,10.2400,10.3200,26136231,280343707.0000,3,24.306600,-2.733270
2019-11-29,sh.603527,10.2600,10.6200,9.7000,9.8800,13250005,133625310.0000,3,12.322500,-4.263566
2019-12-31,sh.603527,9.8900,12.7700,9.7300,11.8300,51892743,578055146.0000,3,48.260400,19.736842
2020-01-23,sh.603527,11.7000,13.2500,11.2300,12.5600,72547789,870760188.0000,3,67.469500,6.170752
2020-02-28,sh.603527,11.3000,15.3000,10.8000,13.7000,88500992,1175995706.0000,3,82.305900,9.076433
2020-03-31,sh.603527,14.0400,16.4700,12.7800,13.0200,71243796,1055391501.0000,3,66.256500,-4.963504
2020-04-30,sh.603527,13.1500,15.4000,12.3800,14.3100,40057556,563095556.0000,3,37.253600,9.907834
2020-05-29,sh.603527,14.3000,16.1200,12.1700,13.2200,101990890,1490110796.0000,3,94.851800,-7.617051
2020-06-30,sh.603527,13.1100,14.0300,9.1200,9.3000,48023007,514629285.0000,3,35.596500,0.066381
2020-07-31,sh.603527,9.3800,11.4500,9.2200,11.1600,130284097,1372421066.7200,3,86.545800,20.000000
2020-08-31,sh.603527,11.2500,11.9300,9.6100,9.6800,88066557,947973489.3200,3,58.501400,-13.261649
2020-09-30,sh.603527,9.6800,9.7000,8.7800,8.8700,34381489,320639180.3400,3,16.773600,-8.367769
2020-10-30,sh.603527,8.9500,9.3100,8.4900,8.4900,14405728,130148638.8600,3,5.908300,-4.284104
2020-11-30,sh.603527,8.5000,9.9800,8.3100,9.9800,45288774,415626723.4200,3,18.574400,17.550059
