date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2021-06-30,sz.301008,79.0000,86.0000,48.7000,49.4400,44366008,2623690420.3100,3,266.196100,31.489400
2021-07-30,sz.301008,49.4800,51.2500,41.9000,44.4400,23265709,1095909262.9700,3,139.594000,-10.113300
2021-08-31,sz.301008,43.6300,51.5000,42.5500,43.4400,25853155,1194771234.4400,3,155.118700,-2.250200
2021-09-30,sz.301008,43.5100,46.2100,40.6300,40.9300,9312566,409640691.4900,3,55.875500,-5.778100
2021-10-29,sz.301008,41.3500,42.8000,37.8100,38.3300,5609408,228933776.3200,3,33.656500,-4.964200
2021-11-30,sz.301008,38.3800,43.4600,37.8200,42.9900,12499625,515960634.5900,3,74.997900,12.157600
2021-12-31,sz.301008,43.0500,51.0000,40.0000,43.2600,43382164,1991607418.9500,3,260.293100,0.628100
2022-01-28,sz.301008,43.2400,44.0000,38.0000,38.8000,10518012,440460349.6000,3,63.108200,-10.309800
2022-02-28,sz.301008,39.3000,41.4500,38.8200,39.1500,6219652,249481572.4300,3,37.317800,0.902100
2022-03-31,sz.301008,39.2900,40.8900,33.5000,37.7100,12721894,481329707.1900,3,76.331300,-3.678200
2022-04-29,sz.301008,37.0100,37.5700,26.7000,28.9200,5230307,174115425.6700,3,31.381800,-23.309500
2022-05-31,sz.301008,28.4000,31.3200,25.0900,25.5800,7556537,213644824.8500,3,41.312400,6.119700
2022-06-30,sz.301008,25.4700,27.7200,24.7800,27.0300,10465426,276867522.3300,3,45.920300,5.668500
2022-07-29,sz.301008,27.4600,28.9900,25.9900,27.9900,11223074,306237472.0500,3,45.540600,3.551600
2022-08-31,sz.301008,28.2000,28.7900,25.1600,25.8900,9078638,247670609.5600,3,36.839300,-7.502700
2022-09-30,sz.301008,25.8000,26.5700,22.6800,22.6900,4335311,108502202.7900,3,17.591800,-12.360000
2022-10-31,sz.301008,22.6900,24.4700,22.0400,22.9600,3699336,86653930.4500,3,15.011200,1.190000
