date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2024-11-11,sh.600010,2.2000,2.2400,2.1300,2.1600,2.2000,1260651705,2726152773.2100,3,4.002400,1,-1.818200,0
2024-11-12,sh.600010,2.1500,2.1500,2.0400,2.0700,2.1600,1181403045,2466529486.0900,3,3.750800,1,-4.166700,0
2024-11-13,sh.600010,2.0500,2.1500,2.0400,2.0700,2.0700,835502790,1745523181.6900,3,2.652600,1,0.000000,0
2024-11-14,sh.600010,2.0500,2.0600,1.9500,1.9600,2.0700,928530325,1855150764.4200,3,2.948000,1,-5.314000,0
2024-11-15,sh.600010,1.9500,1.9800,1.8900,1.9000,1.9600,655656071,1267917966.2200,3,2.081600,1,-3.061200,0
2024-11-18,sh.600010,1.9100,2.0000,1.9100,1.9200,1.9000,844365557,1645401284.8000,3,2.680800,1,1.052600,0
2024-11-19,sh.600010,1.9100,1.9300,1.8500,1.9200,1.9200,681104167,1287094848.7800,3,2.162400,1,0.000000,0
2024-11-20,sh.600010,1.9100,1.9500,1.9000,1.9400,1.9200,476580441,919813963.3300,3,1.513100,1,1.041700,0
2024-11-21,sh.600010,1.9300,1.9400,1.9000,1.9200,1.9400,402134107,771046466.1700,3,1.276700,1,-1.030900,0
2024-11-22,sh.600010,1.9500,2.0000,1.9000,1.9400,1.9200,979322004,1912634640.4600,3,3.109200,1,1.041700,0
2024-11-25,sh.600010,1.9300,2.0400,1.9100,1.9900,1.9400,921663060,1831729825.5500,3,2.926200,1,2.577300,0
2024-11-26,sh.600010,1.9800,2.0200,1.9500,1.9600,1.9900,515865807,1015304411.1600,3,1.637800,1,-1.507500,0
2024-11-27,sh.600010,1.9500,1.9600,1.8600,1.9300,1.9600,614817942,1166838938.1600,3,1.952000,1,-1.530600,0
2024-11-28,sh.600010,1.9200,1.9500,1.9100,1.9300,1.9300,441232574,850277631.0500,3,1.400900,1,0.000000,0
2024-11-29,sh.600010,1.9200,1.9400,1.8800,1.9200,1.9300,445802959,851896600.0900,3,1.415400,1,-0.518100,0
2024-12-02,sh.600010,1.9100,1.9900,1.9100,1.9800,1.9200,713194509,1395871012.0300,3,2.264300,1,3.125000,0
2024-12-03,sh.600010,1.9700,2.0000,1.9500,1.9700,1.9800,514334649,1012153999.0200,3,1.633000,1,-0.505100,0
2024-12-04,sh.600010,2.0000,2.0300,1.9600,1.9700,1.9700,658339619,1309748015.2500,3,2.090200,1,0.000000,0
2024-12-05,sh.600010,1.9600,1.9800,1.9400,1.9700,1.9700,428684690,839665789.9000,3,1.361000,1,0.000000,0
2024-12-06,sh.600010,1.9700,2.0700,1.9600,2.0500,1.9700,1051813562,2123997754.3700,3,3.339400,1,4.060900,0
2024-12-09,sh.600010,2.0800,2.1500,2.0100,2.0300,2.0500,961768382,1986880454.2500,3,3.053500,1,-0.975600,0
2024-12-10,sh.600010,2.1100,2.2100,2.0400,2.1000,2.0300,1370973916,2910866729.9400,3,4.352700,1,3.448300,0
2024-12-11,sh.600010,2.0700,2.1500,2.0500,2.1100,2.1000,968302325,2038917289.9800,3,3.074300,1,0.476200,0
2024-12-12,sh.600010,2.1100,2.1200,2.0300,2.0600,2.1100,815348890,1685088253.0600,3,2.588600,1,-2.369700,0
2024-12-13,sh.600010,2.0500,2.0800,2.0000,2.0100,2.0600,636211113,1288954882.9100,3,2.019900,1,-2.427200,0
2024-12-16,sh.600010,2.0100,2.0100,1.9800,1.9800,2.0100,372089762,740154313.0900,3,1.181300,1,-1.492500,0
