date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2020-12-18,sz.399381,1782.1754,1832.8591,1728.6553,1822.8310,5872067875,40569661413.1300,3,1.553096,0.860800
2020-12-25,sz.399381,1826.2226,1826.4436,1740.2258,1787.8641,6377341855,44799499978.4500,3,1.686735,-1.918300
2020-12-31,sz.399381,1793.4089,1802.9226,1738.8987,1763.9064,4697098236,32369631532.6500,3,1.242330,-1.340000
2021-01-08,sz.399381,1760.7970,1845.6203,1752.5887,1839.9875,8030756717,55159224669.9500,3,2.124045,4.313200
2021-01-15,sz.399381,1839.3490,1864.5245,1788.1403,1842.9310,6854647188,47651710004.1500,3,1.821904,0.160000
2021-01-22,sz.399381,1834.0852,1885.7282,1819.6433,1836.4212,6118637794,44395477795.0700,3,1.618311,-0.353200
2021-01-29,sz.399381,1828.4440,1860.1790,1761.6857,1775.2505,6036284938,44958459507.4500,3,1.590108,-3.331000
2021-02-05,sz.399381,1770.5179,1826.8662,1762.2858,1773.5001,6090639624,46610385616.0000,3,1.604427,-0.098600
2021-02-10,sz.399381,1778.4378,1863.9958,1775.4572,1857.2824,3382564764,25081299744.2800,3,0.891052,4.724100
2021-02-19,sz.399381,1946.3975,1976.7738,1925.4414,1967.5812,5026293255,33074653087.8900,3,1.324051,5.938700
2021-02-26,sz.399381,1976.6926,2085.4402,1883.0315,1890.1539,10370582695,70285037761.2400,3,2.731799,-3.935200
2021-03-05,sz.399381,1903.3797,1949.6780,1870.5477,1918.0029,8905092685,60362240764.3300,3,2.345743,1.473400
2021-03-12,sz.399381,1956.4014,1977.5974,1849.0884,1942.6107,8601566886,54856605990.4600,3,2.265790,1.283000
2021-03-19,sz.399381,1930.2485,1971.5501,1898.1500,1907.6429,7521795834,49808405126.0300,3,1.981361,-1.800000
2021-03-26,sz.399381,1903.4326,1916.1259,1820.4547,1853.0574,5886659621,36484303192.6600,3,1.571996,-2.861400
2021-04-02,sz.399381,1889.3390,1923.1569,1883.4816,1892.2599,6329748756,40768918684.4900,3,1.686921,2.115600
2021-04-09,sz.399381,1892.0548,1946.7040,1886.5590,1936.5615,5352174362,36172347125.3900,3,1.425425,2.341200
2021-04-16,sz.399381,1934.3718,1954.4992,1882.8145,1948.5907,6165445781,41600299275.2400,3,1.642020,0.621200
2021-04-23,sz.399381,1954.5824,1974.1454,1914.9173,1927.5653,6281492385,42757849511.0800,3,1.672926,-1.079000
2021-04-30,sz.399381,1932.3535,1968.7338,1890.7108,1922.9205,6491590935,47243201466.5500,3,1.728881,-0.241000
2021-05-07,sz.399381,1944.5938,2063.1961,1944.1532,2043.3503,4549835369,32988667414.7600,3,1.211740,6.262900
2021-05-14,sz.399381,2068.2375,2121.0745,2018.2818,2030.7552,11183238968,79634110191.0800,3,2.978390,-0.616400
2021-05-21,sz.399381,2037.1029,2081.2393,1954.7168,1986.7254,7573734148,51027082061.9000,3,2.017080,-2.168100
2021-05-28,sz.399381,1989.0615,2040.9921,1968.7856,2015.8764,6525690261,44172184253.8000,3,1.737455,1.467300
2021-06-04,sz.399381,2022.1582,2095.9232,1989.1991,2051.1626,7979933256,55060076856.6000,3,2.121913,1.750400
2021-06-11,sz.399381,2062.9702,2161.9437,2046.7993,2137.9109,9470864019,61721289304.6500,3,2.518391,4.229200
2021-06-18,sz.399381,2152.5601,2166.5675,2059.0916,2067.5726,8590835654,48472590309.0900,3,2.284460,-3.290000
2021-06-25,sz.399381,2059.3454,2178.8037,2038.7816,2173.6405,9240435211,56697150330.4000,3,2.332874,5.130100
2021-07-02,sz.399381,2141.9970,2141.9970,2037.2886,2038.8968,8142866798,48726298334.9600,3,2.055778,-6.199000
2021-07-09,sz.399381,2043.2153,2081.9382,1975.0016,2007.5923,7621253905,45258097993.5900,3,1.924090,-1.535400
2021-07-16,sz.399381,1998.3856,2052.8750,1977.3678,2032.7586,8526039247,53324456012.5300,3,2.152515,1.253600
2021-07-23,sz.399381,2053.5665,2097.2558,1978.9705,2054.4313,9684622065,67808705112.9300,3,2.445015,1.066200
2021-07-30,sz.399381,2061.0820,2069.5842,1947.6047,2022.8522,10777771528,70338016701.0600,3,2.721834,-1.537100
2021-08-06,sz.399381,1991.2644,2067.1565,1966.4727,2066.0540,11405417403,69792846290.7800,3,2.880848,2.135700
2021-08-13,sz.399381,2077.7167,2166.6741,2056.4472,2151.2473,12451377739,99839617911.6200,3,3.144384,4.123500
2021-08-20,sz.399381,2162.7891,2191.5080,2029.3602,2049.5754,11755306333,94112274126.7900,3,2.968603,-4.726200
2021-08-27,sz.399381,2078.9382,2272.5509,2078.9382,2262.7550,17005180302,115450315520.8200,3,4.294261,10.401200
2021-09-03,sz.399381,2276.0355,2485.1765,2267.8472,2438.1001,21556953580,151553032622.5100,3,5.443643,7.749200
2021-09-10,sz.399381,2466.4234,2805.6430,2448.2811,2697.7130,23025450500,172554519197.5400,3,5.814474,10.648200
2021-09-17,sz.399381,2719.4028,2970.7279,2652.6624,2720.7248,27528809964,210606835118.0800,3,6.951679,0.853000
2021-09-24,sz.399381,2687.2579,2919.4156,2666.1058,2673.9085,14091359871,104188910613.9600,3,3.558403,-1.720700
2021-09-30,sz.399381,2719.7218,2787.1903,2599.7061,2676.2327,18567890403,127574945127.3000,3,4.688834,0.086900
2021-10-08,sz.399381,2761.1841,2769.2383,2615.5045,2655.0562,3838206951,29412632511.9500,3,0.969239,-0.791300
2021-10-15,sz.399381,2672.5826,2734.4879,2418.1304,2544.2225,15462250746,113525869517.2000,3,3.905621,-4.174400
2021-10-22,sz.399381,2545.8869,2706.0078,2482.0878,2484.6316,15464579819,121735876517.5200,3,3.907032,-2.342200
2021-10-29,sz.399381,2510.4682,2589.1103,2289.5491,2322.5535,13633125921,104624261662.8900,3,3.444326,-6.523200
2021-11-05,sz.399381,2306.0404,2344.0599,2210.0730,2211.5039,11637242943,83773424142.8500,3,2.940078,-4.781400
2021-11-12,sz.399381,2231.0845,2255.5292,2147.1224,2186.0476,8587452182,59587564249.6900,3,2.169567,-1.151100
2021-11-19,sz.399381,2178.2111,2246.3020,2162.0908,2241.7958,9929911128,62949696091.0200,3,2.508731,2.550200
