date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2020-12-25,sh.603155,39.3600,39.3600,35.0000,36.3000,6723117,247504536.7100,3,17.287500,-5.934180
2020-12-31,sh.603155,36.3000,36.4600,33.4700,34.1900,5929922,205351064.2000,3,15.247900,-5.812672
2021-01-08,sh.603155,34.1000,35.4800,32.0300,33.5200,6848599,233538693.7000,3,17.610200,-1.959637
2021-01-15,sh.603155,34.1500,34.2700,31.8800,33.7400,6379913,211995742.9900,3,16.405000,0.656325
2021-01-22,sh.603155,34.1900,35.4000,33.5100,34.5000,6421550,221503121.0000,3,16.512100,2.252519
2021-01-29,sh.603155,34.1800,39.6900,33.1500,35.2000,14675317,544473060.4800,3,37.735500,2.028986
2021-02-05,sh.603155,34.8500,37.5000,32.8000,33.1500,8022206,284383071.0000,3,20.628000,-5.823864
2021-02-10,sh.603155,33.1000,36.4900,32.9300,35.8600,3803988,134357980.6300,3,9.781400,8.174962
2021-02-19,sh.603155,36.1100,37.3300,35.5100,37.3000,2934105,107211349.0000,3,7.544600,4.015616
2021-02-26,sh.603155,37.2000,38.6800,35.5300,36.0800,7890394,294864861.6600,3,20.289000,-3.270777
2021-03-05,sh.603155,36.0800,39.5900,36.0800,38.4500,8823184,338885329.0000,3,22.687600,6.568736
2021-03-12,sh.603155,38.6100,38.9800,34.5200,36.0300,4404142,158988581.0000,3,11.324600,-6.293888
2021-03-19,sh.603155,36.0600,39.5300,35.0800,36.5000,9919056,374088598.0000,3,25.505400,1.304468
2021-03-26,sh.603155,36.3900,37.4000,34.3500,35.0000,6483013,232481492.0000,3,16.670100,-4.109589
2021-04-02,sh.603155,35.0000,35.9800,33.9800,35.2000,4837938,169126951.0000,3,12.440100,0.571429
2021-04-09,sh.603155,35.2300,37.3900,34.3300,36.5000,4454846,160306239.0000,3,11.455100,3.693182
2021-04-16,sh.603155,36.5000,37.3600,35.7200,36.1800,4030981,146827572.0000,3,10.365000,-0.876712
2021-04-23,sh.603155,36.0000,39.4900,35.9100,39.4000,7874411,297975300.7200,3,20.247800,8.899900
2021-04-30,sh.603155,38.5000,38.8000,36.1600,36.2200,8868203,330224851.6700,3,22.803400,-8.071100
2021-05-07,sh.603155,36.0400,38.3600,36.0400,37.9400,3986266,149692764.2600,3,10.250100,4.748800
2021-05-14,sh.603155,37.9700,41.0000,37.9700,40.5500,13392992,533143425.1200,3,34.438200,6.879300
2021-05-21,sh.603155,40.3300,40.9800,37.3800,37.5100,6297154,244956705.7300,3,16.192200,-7.496900
2021-05-28,sh.603155,38.1000,45.8800,38.0300,45.3200,22354833,962806566.3100,3,57.482300,20.821100
2021-06-04,sh.603155,46.1300,48.8900,43.4700,43.4700,15914529,735893122.7900,3,40.921800,-4.082100
2021-06-11,sh.603155,43.0000,45.6600,40.6300,41.7000,10889689,475851374.9900,3,28.001300,-4.071800
2021-06-18,sh.603155,41.6200,43.4300,40.0200,42.4000,6681450,277902634.2000,3,17.180400,1.678700
2021-06-25,sh.603155,42.1000,43.9000,40.4600,41.7900,8179133,343707699.5100,3,21.031500,-0.143400
2021-07-02,sh.603155,41.8000,46.9000,41.8000,45.8900,12174336,545688272.7700,3,31.304600,9.811000
2021-07-09,sh.603155,45.5600,54.8800,45.5200,53.3800,16041112,830577296.4800,3,41.247400,16.321600
2021-07-16,sh.603155,53.5000,54.0000,48.1800,49.8000,11535478,590846670.1600,3,29.661900,-6.706600
2021-07-23,sh.603155,49.8200,54.2000,48.5000,49.5800,10067498,513553713.8000,3,25.887200,-0.441800
2021-07-30,sh.603155,48.9900,54.8000,46.3000,53.1000,13532178,689003970.0400,3,34.795900,7.099600
2021-08-06,sh.603155,53.3100,54.8000,47.0100,49.0600,14280377,707245738.3300,3,36.719900,-7.608300
2021-08-13,sh.603155,49.4600,56.8800,48.0800,56.8700,12244702,639833452.2200,3,31.485500,15.919300
2021-08-20,sh.603155,57.0000,57.8400,49.3700,52.3600,13070511,694734494.6100,3,33.608800,-7.930400
2021-08-27,sh.603155,52.1500,59.3900,52.1500,56.2400,15562181,865226272.8000,3,40.016000,7.410200
2021-09-03,sh.603155,56.2400,60.8800,51.8000,53.0500,18705134,1060996408.5100,3,48.097500,-5.672100
2021-09-10,sh.603155,52.6300,55.0800,50.1900,51.5000,11262630,589827814.5600,3,28.960200,-2.921800
2021-09-17,sh.603155,51.0500,57.5800,50.6100,55.9600,21076547,1145972944.8400,3,54.195300,8.660200
2021-09-24,sh.603155,55.1900,74.4900,51.5000,72.3400,26824874,1765185567.1100,3,68.976300,29.270900
2021-09-30,sh.603155,70.3300,79.4900,65.1100,77.4000,26992714,1935890919.1500,3,69.407800,6.994700
2021-10-08,sh.603155,81.7300,83.6000,74.9000,79.0000,7168500,572385164.7300,3,18.432800,2.067200
2021-10-15,sh.603155,76.6600,78.3800,60.0600,62.9300,24058831,1593164527.5900,3,61.863800,-20.341800
2021-10-22,sh.603155,62.7200,75.4500,61.0000,68.1000,24206588,1639421581.2900,3,62.243700,8.215500
2021-10-29,sh.603155,67.0000,72.8800,61.6000,62.9200,19624705,1328886976.0800,3,50.462100,-7.606500
2021-11-05,sh.603155,62.7700,64.5000,56.8500,56.9500,19190870,1159825627.3000,3,49.346600,-9.488200
2021-11-12,sh.603155,56.8000,64.5200,56.0100,62.3500,14806876,882069260.0000,3,38.073900,9.482000
2021-11-19,sh.603155,62.0700,63.8900,58.5200,61.7500,12667267,767931257.0000,3,32.572100,-0.962300
2021-11-26,sh.603155,61.4000,65.7400,60.8800,62.2000,10838412,683284460.7200,3,27.869300,0.728700
2021-12-03,sh.603155,60.7500,65.2000,59.5000,59.5000,9937871,622682434.4900,3,25.553800,-4.340800
2021-12-10,sh.603155,59.2900,59.5500,56.0700,57.3000,6862374,394649440.3700,3,17.645600,-3.697500
2021-12-17,sh.603155,57.3500,59.2300,54.6000,55.4600,6559356,376666338.8500,3,16.866500,-3.211200
2021-12-24,sh.603155,53.2400,55.3900,51.7600,51.9800,5095949,273586306.2500,3,13.103600,-6.274800
2021-12-31,sh.603155,52.3100,55.3000,51.7500,54.1100,3966492,213070303.2600,3,10.199100,4.097700
2022-01-07,sh.603155,54.0000,54.5500,51.9800,53.5300,3505687,186904481.6400,3,9.014300,-1.071900
2022-01-14,sh.603155,55.6600,58.4800,54.7100,56.2400,8306013,472195809.7100,3,21.357700,5.062600
2022-01-21,sh.603155,56.9000,58.8800,55.5600,56.1100,5133669,294444979.4300,3,13.200400,-0.231200
2022-01-28,sh.603155,55.9800,58.3900,54.0100,58.2900,4636965,260371326.9800,3,11.923300,3.885200
2022-02-11,sh.603155,58.5000,61.4500,58.5000,60.2400,6170395,370761006.3400,3,15.866200,3.345300
2022-02-18,sh.603155,59.5000,60.5200,57.0000,58.5200,3946149,230849112.8700,3,10.147000,-2.855200
2022-02-25,sh.603155,58.5200,60.1500,55.5700,57.6900,5253087,303809416.9000,3,13.507600,-1.418300
2022-03-04,sh.603155,57.8000,60.2700,56.1000,56.4400,4358690,255343896.0000,3,11.207700,-2.166800
2022-03-11,sh.603155,56.6000,56.7900,49.6200,52.4900,3690497,196398639.0000,3,9.489500,-6.998600
2022-03-18,sh.603155,51.5000,52.4000,46.0600,50.8000,3233237,159538448.6000,3,8.313900,-3.219700
2022-03-25,sh.603155,50.9000,52.3000,50.0300,51.4000,1827950,93196772.0000,3,4.700300,1.181100
2022-04-01,sh.603155,50.9000,58.9000,50.3600,57.1100,8256988,452633140.3000,3,21.231600,11.108900
2022-04-08,sh.603155,56.7700,59.3900,56.1100,56.4000,4739900,274236396.8000,3,12.188000,-1.243200
2022-04-15,sh.603155,56.1500,56.8200,50.4500,50.4600,4596197,243045933.8400,3,11.818500,-10.531900
2022-04-22,sh.603155,51.1900,53.5900,47.2100,47.5800,4556070,230302021.8000,3,11.715200,-5.707500
2022-04-29,sh.603155,46.1500,52.8300,40.0800,50.4200,10172258,473334173.9000,3,26.156600,5.968900
2022-05-06,sh.603155,52.5000,53.9900,48.7800,49.0600,6295554,320550774.6800,3,16.188100,-2.697300
2022-05-13,sh.603155,50.5700,55.4000,47.8000,48.2500,15319372,785075570.0600,3,39.391600,-1.651000
2022-05-20,sh.603155,48.4300,49.9700,47.2100,49.7300,6353303,310808985.8000,3,16.336600,3.067400
2022-05-27,sh.603155,50.0500,51.2200,32.0300,32.9400,7496695,322955604.1100,3,16.911800,-1.952200
2022-06-02,sh.603155,32.6500,33.5500,31.6200,33.3000,5817727,188799916.2300,3,10.316900,1.092900
2022-06-10,sh.603155,33.8100,36.8400,33.2000,36.2900,11669211,404635785.3100,3,20.693600,8.979000
2022-06-17,sh.603155,36.4000,39.6400,35.6500,37.6500,22954635,859161405.4200,3,40.706600,3.747600
2022-06-24,sh.603155,37.9800,38.3600,35.3900,38.0100,11789059,435628846.4900,3,20.906100,0.956200
2022-07-01,sh.603155,38.1600,38.4900,35.9400,36.5300,12310449,456150346.9700,3,21.830700,-3.893700
2022-07-08,sh.603155,36.5000,37.6800,34.8500,34.9300,8945548,321408595.2500,3,15.863500,-4.380000
2022-07-15,sh.603155,34.9300,34.9300,32.6200,33.0100,6377229,213000431.9200,3,11.309100,-5.496700
2022-07-22,sh.603155,33.2200,34.4400,32.6000,32.7300,5417721,182228662.7600,3,9.607400,-0.848200
2022-07-29,sh.603155,32.7500,34.4700,32.0300,33.0000,8237896,273507374.9700,3,14.608700,0.824900
2022-08-05,sh.603155,32.7300,33.2400,30.0800,31.7000,9490031,298369810.9100,3,16.829000,-3.939400
2022-08-12,sh.603155,31.7000,35.5600,31.5000,34.0100,11608707,394415335.0000,3,20.586300,7.287100
2022-08-19,sh.603155,34.0200,34.7000,32.7000,32.7400,7651385,257589004.2500,3,13.568500,-3.734200
2022-08-26,sh.603155,32.7000,33.8900,31.1800,31.5700,6752273,220310010.6600,3,11.974100,-3.573600
2022-09-02,sh.603155,31.1000,32.2300,29.9900,30.3800,5044244,155836854.8400,3,8.945100,-3.769400
2022-09-09,sh.603155,30.3200,31.4400,30.0600,30.6000,4283340,131309605.7500,3,7.595900,0.724200
2022-09-16,sh.603155,30.5800,31.1400,28.0000,28.0100,4076032,119806215.7100,3,7.228300,-8.464100
2022-09-23,sh.603155,28.0000,28.5600,26.8800,27.0500,3609860,100451522.8400,3,6.401600,-3.427300
2022-09-30,sh.603155,27.0500,27.5000,25.4000,25.4400,4132961,109394892.8700,3,7.329300,-5.951900
2022-10-14,sh.603155,25.5000,27.4000,24.5000,27.1900,6255473,163452237.8200,3,11.093100,6.878900
2022-10-21,sh.603155,27.0000,28.1500,26.7000,27.0000,4300353,117439569.3400,3,7.626100,-0.698800
2022-10-28,sh.603155,27.0700,27.5700,24.7100,24.7800,5515376,144922736.3600,3,9.780800,-8.222200
2022-11-04,sh.603155,24.7800,28.0500,24.6100,27.9900,8014062,213136004.6200,3,14.211700,12.954000
2022-11-11,sh.603155,28.0300,28.7900,27.3100,28.2500,7242368,202450695.7200,3,12.843300,0.928900
2022-11-18,sh.603155,28.1000,28.7300,27.3900,27.4500,6253120,175429703.4000,3,11.089000,-2.831900
2022-11-25,sh.603155,27.4100,29.2800,27.2100,27.9400,7529638,212684566.1400,3,13.352600,1.785100
2022-12-02,sh.603155,27.5400,28.9900,27.2900,28.6600,5701409,161008340.8900,3,10.110600,2.577000
2022-12-09,sh.603155,28.8400,29.7900,28.4600,28.8300,5968150,172920213.1200,3,10.583600,0.593200
2022-12-16,sh.603155,28.5600,31.0000,28.1600,28.5200,6228320,181082653.3700,3,11.044900,-1.075300
2022-12-23,sh.603155,28.4900,28.6400,26.0000,26.1600,4105043,112548258.8700,3,7.279600,-8.274900
2022-12-30,sh.603155,26.1500,27.2900,26.1300,26.8700,2935502,78389013.3400,3,5.205700,2.714100
2023-01-06,sh.603155,26.8100,27.8500,26.5600,27.4100,2730280,73944084.7200,3,4.841800,2.009700
2023-01-13,sh.603155,27.6900,27.8800,26.5500,26.7000,2860417,77677644.9200,3,5.072500,-2.590300
2023-01-20,sh.603155,26.7500,27.8700,26.7500,27.7700,2664780,72801502.2000,3,4.725500,4.007500
2023-02-03,sh.603155,28.2900,28.8300,27.8000,28.5800,3999613,113364229.9400,3,7.092700,2.916800
